id,text,polarization,back_translated
swa_d5275cf40ebb5dab90cafc61b47a3e0e,lol kunaonekana kama wazimu ikiwa d nzuri,0,lol ni sauti crazy kama d ni nzuri
swa_d5f08b79117a35c6d11ae62103aecdf0,aram nani alimwalika huyu fag,0,Aram ambaye alialika fag huyu
swa_cd2e0f13cb090a79ebf25f1f8370e415,unaniua mtu lt sio wahafidhina wote ni wabaguzi kama vile sio wote wa nbp wanaochukia honkies,0,Wewe ni kuniua mtu Ni si wote wazalendo ni ubaguzi kama si wote NBC chuki honkies
swa_57a64d53dfee64501fa14a7f6b78b587,genius neno sahihi kisiasa litakuwa mlemavu wa akili inakera sana kutumia neno kupunguzwa,0,genius neno sahihi kisiasa itakuwa akili disabled sana annoying kutumia neno kupunguza
swa_59f014387662a99bd9e5a42d50eaf989,hawezi kusubiri peds zaidi ndio hiyo roid mnching,0,Siwezi kusubiri kwa ajili ya watoto zaidi
swa_4921c9bb0af2f872f0567cb5a6579414,iheinz stfu anafikiria mbaya na ngumu kutazama ondoa fagot wa mboro ya gumzo kabla sijakuzuia oct th am,0,niniinz stfu anafikiri mbaya na vigumu kuangalia kuondoa fagot ya mazungumzo kabla ya mimi kuacha wewe oct th am
swa_5f499bd03dab424cb96a4fbfd5884349,kwa hivyo yig niggaz kamwe haisikilizi shit polepole na kitoto,0,Hivyo yig niggaz kamwe kusikiliza shit polepole na mtoto
swa_fa804f066239a673314a3def2b3cfdf2,tumejaribu kila wakati tunapoenda anakaa kimya tu na mimi hulia kama kitoto na jasho,0,"Tulijaribu kila mara tulipoenda, yeye alikaa kimya na mimi nililia kama mtoto mwenye jasho."
swa_b0714abf94055e1233ebf04187747b1d,mtu sana kuchekesha sana jamani alikuwa akienda alikuwa akitoa vidokezo vya dola na pesa lol nadhani hata nilisikia yule akitema mate mara kadhaa,0,guy funny sana katika Ujerumani alikuwa ni kwenda kutoa tips kwa ajili ya dola na fedha lol nadhani hata kusikia guy mate mara kadhaa
swa_f513db5279aeabffe87df0a857c6a4f6,hiyo sio ghetto hiyo ni tamu na nukuu ya sinema jaribu tena,0,Hiyo si ghetto kwamba ni tamu na quotes kutoka sinema jaribu tena
swa_c3810af8682765338c6eeae62cf4ca4d,furahiya ninafurahi kwako lakini nachukia yankees na ndio sox ilisonga,0,Mimi ni furaha kwa ajili yako lakini mimi chuki Yankees na kwamba ni nini Sox kuhamia.
swa_e53fb3ce180e723b90e2a3bd87b168e5,hiyo ni ghetto ya super duper ni vizazi vya sasa bora inayosaidia,0,Hiyo ni ghetto ya super duper ni kizazi cha sasa bora ambayo husaidia
swa_ea64281614f61cdea7367f600eae0f9b,donleggg lol kuzimu wa wanadhani nicca chini der roadrunnin,0,Donleggg lol Hell ya wanafikiri nicca chini ya barabara
swa_71f5506a893c13fcdf824f806e97d157,angalia na homa ya manjano,0,Jihadhari na homa ya manjano
swa_a69bbc1adf758a59595aa58418c3961d,usinifanye nikuchekeshe kama moja ya batches yangu ya franch heffa,0,Usinifanye nicheke kama moja ya kundi langu la wazi la heffa.
swa_7cd2583839346ac09bfd15e8b3650ead,sikujua whitetears walikuwa bluu na manjano kufaidi,0,Sikujua kwamba rangi nyeupe na manjano zilikuwa za faida
swa_c64310ed413bb3903853fc2ac3ef769e,mauzo ya bunduki yamekithiri uhalifu wa bunduki umeanguka sana,0,mauzo ya bunduki yameongezeka sana uhalifu wa bunduki umepungua kwa kasi
swa_a17597c2d68d59a03d29db54c4b923f4,dswizzle dawson na nicky hickman wafuta akaunti hiyo bandia na waache kuumwa,0,Dswizzle Dawson na Nicky Hickman kufuta akaunti hiyo bandia na waache wanusuru
swa_3032db45ed5779c78af3f727c35f3e26,chink chink hiyo ni bora kisha kuwa na panya wa rug anayetembea karibu na yah msichana wa kitanda anafurahiya maisha lol,0,Chink Chink kwamba ni bora kuliko kuwa na panya matope kutembea karibu yeah kitanda msichana kufurahia maisha lol
swa_356f52bcef7aa3d5f27a4ec4613908eb,ceemurda kitoto umelewa au nah,0,Ceemurda mtoto wewe ni mlevi au la
swa_8ec0a335dc6f29dc20d9ca0379ab1f0c,csalazar waandishi wa habari anza kitita,0,Csalazar waandishi wa habari kuanza clutch
swa_43827a8f2a79f363a2a343690dbe00a7,mtu wako anaonekana kuogopa kwenye picha hiyo je unampiga au kumchukulia kama kitapeli wa kawaida,0,"Je, mtu wako anaonekana kuwa ameogopa katika picha?"
swa_536347dbead6610ea8151b54f12a0414,iowa tclive hookers huwa wanapongezani nani anayetaka kuwa na mtoto,0,Iowa Clive makahaba ni daima complimenting nani anataka mtoto
swa_475ae2c2e5046aa7e1579acedae0a146,buckmse sikuharibu chochote amp unapaswa kuwa uliiangalia nig nog,0,Buckmse mimi si kuharibu chochote amp unapaswa kuangalia Nig nog
swa_227921f08376f035ba484bc9bc590ce4,naam vipi kuhusu hizo yankees mwaka huu kukimbia gani wtfiswrongwithnebraska,0,"Yeah, na nini kuhusu Yankees mwaka huu kukimbia nini nini alikuwa na makosa na Nebraska"
swa_ad4711e8b0c46b981b7be9ed168351c9,anow anaonekana kama mnyama wa tumbili wa plastiki,0,Mnyama huyo anaonekana kama nyoka wa plastiki.
swa_8ba42ea56a0844b98cb9b2ac1264b772,samanthakay nzuri ya kutosha nguruwe,0,samanthakay nzuri ya kutosha kwa nguruwe
swa_760045b210514401583dce39b8089430,heri ya kuzaliwa kwa niggah yangu kuu hapa tumekuwa huko kwa dakika moja ndoto za kuwa matajiri na sisi,0,Happy birthday to my big niggah hapa tumekuwa huko kwa dakika ndoto ya kuwa tajiri na sisi
swa_4318a0e5f282ac9a8252ef1c60cce338,kuanzia mwaka wa mwaka mpya hadi mwaka mwandamizi hii kweli niggah yangu ilianza kuwa ndugu miaka iliyopita leo ni wazimu,0,Kutoka mwaka mpya hadi mwaka wa mwisho hii ni kweli niggah ndugu yangu alianza kuwa miaka iliyopita leo ni wazimu
swa_1058c2b84536218a570ae93986b75e3c,usiniulize ikiwa niko katika hisia zangu kwa sababu mimi sio mjinga sina tf hizo nina huzuni sio kwa hisia zozote,0,Usiulize ikiwa nina hisia zangu kwa sababu mimi si mpumbavu.
swa_8270812c7af9251f324de7b19038e60d,yall niggas nadhani mimi hutegemea tu kitanda chako bila kufanya chochote bitch pia napata mkate pia,0,Ninyi niggas I guess mimi tu kutegemea kitanda chako bila kufanya kitu bitch pia mimi kupata mkate pia
swa_ca6839e75cfb1d1de7240c77719626fd,tulivamia kabati la wigi la nicki kwa msimu wa joto gals mbaya unataka tu kujifurahisha huyu bitch ana smh ya ujasiri,0,Sisi invaded nicky wig cabinet kwa ajili ya majira mbaya wasichana unataka tu kujifurahisha bitch hii ina smh ya ujasiri
swa_091d152bea70431c66f481cb7bc8ae22,bro ndege wangu wanakaa wakifanya mapenzi iko kila siku sasa alisema angalia mikono hakuna,0,Ndugu yangu ndege kukaa kufanya mapenzi ni kila siku sasa alisema kuangalia mikono hakuna
swa_757f73e7e03c45ad1ee5f7d0f1df83b4,ni wazi kuwa hakuna mtu anayejali dudu,0,Ni wazi kwamba hakuna mtu anayejali dudu.
swa_f6c8a30861461e59de48fe1de1367011,mstew lol mtoto hajibu lol ni nzuri imma pata moja mimi niliamini kuwa zaidi,0,Mstew lol mtoto hajibu lol ni nzuri imma kupata moja i thought it would be zaidi
swa_42be5f9bf66163b0a09df5740e0207cd,ninaweza kuamini kwamba wiz khalifa na kwamba bunda mmoja mwenye upara wanaachana,0,Naweza kuamini kwamba mchawi Khalifa na mmoja wa tai wa kiume wanaondoka.
swa_193a1e363619b0c7515faac212636063,prettycha vikundi vya gumzo vya kikundi tunaita yall undercover feds kuangalia kila mtu,0,prettycha kundi mazungumzo makundi sisi wito yenu siri FBI kuangalia kila mtu
swa_a900d996e52fbb3209e770cdd99f730d,badala yangu nikae nyumbani siku nzima na uzima kisha uondoe dhamira ya kuburudika tu na kitita,0,Badala ya kukaa nyumbani siku nzima na kuishi na kisha kuchukua mbali tamaa ya tu kupumzika na kuwa kidogo wasiwasi
swa_fefcdbd0098ada667fabe37a3e26c479,ya watu wenye talanta kweli nimekuja wamepungukiwa kitaalam ya watu mbaya wasio na talanta wako sawa na adabu,0,ya watu wenye vipaji nimekuja kwa kweli kukosa utaalamu wa watu mbaya ambao hawana vipaji na hakuna adabu
swa_a5c879bc7f0b02a9a96df07df4191acd,dakika mpaka kitita hicho kitashuka,0,dakika mpaka shake inakuja chini
swa_4a7ba39caba20ac42f076d8e41e79dbf,miaka leo nilikuwa nikirudi nyuma na nikapenda kwa nini nilikuwa mjinga sana natamani ningekuwa mwepesi sijapendezwa na mtu mwingine tena sijapendekezwa,0,miaka iliyopita leo nilikuwa kurudi na mimi upendo kwa nini mimi nilikuwa hivyo stupid Natamani nilikuwa hivyo haraka
swa_09d5bb20a918e08c87d3fb433c528928,wazee wa walikuwa wamepoa sana wazee wa miaka hii ni punda wa msingi,0,Wazee walikuwa baridi sana. Wazee wa umri huu ni punda wa msingi.
swa_2e6968e8f325d231cd7bc957494f5cdd,mwaka kuanzia kwangu barabarani kwa hivyo niliweka ukungu juu yake funnyguy,0,mwaka kuanza barabara yangu hivyo mimi kuweka mist juu yake funny guy
swa_ab1ac6867474251892d76941aeafc39f,batches mbaya vifuniko choppas,0,vikundi vibaya vya choppas
swa_da9ff9a47b0c99890cd3cdac667ab80a,kurudiwa kwa mfululizo wa dunia wa na yankees braves,0,kurudia mfululizo wa dunia ya Yankees jasiri
swa_f92d2aa4d1fd0e26bc44f61d162ceedb,dawnbazely asante alfajiri naona ndege wa jimbo letu anapendeza avatar yako,0,DawnBazally asante DawnNinaona ndege wa jimbo letu anapenda avatar yako
swa_4496fb3275394daf291d1ad1ca52e0de,alysssmithh ndio kweli ngamia mbuni na pundamilia septemba vccamelraces,0,Alysssmithh ni kweli ngamia designer na pony septemba vccamelraces
swa_767d61fa1c6ebf631553253c303073b8,misulizauber kwanini usifanye vibaka wa wanyama nataka wadanganyifu wa wanyama waliofanana na wakuu wakuu na troll na bunduki na shit sheria hiyo ya kutawala,0,Misulizauber kwa nini si wewe kulalwa wanyama nataka wanyama con artists kama wakuu kubwa na trolls na bunduki na shit kwamba utawala
swa_d6a285c5928ba45f12c58c41d4922e60,hufanya hoja yenye busara juu ya dhana ya warholian ya watu mashuhuri katika enzi ya mzabibu vijana wanaopita wanadhihaki mipira yangu ya zamani iliyokunya,0,hufanya hoja ya busara kuhusu wazo Warholian ya wakuu katika umri wa mizabibu.
swa_0c0e590d5d1a23645bab1b98d147fa1c,ishi lol nini kibaya na haya manyoya mtu,0,kuishi lol nini kibaya na hii mtu Feather
swa_4d7fd372651e27cd9d5961f3634aa3b8,kuwa kama owieee alipata tats akapiga wifi bila nenosiri yangu,0,kuwa kama Owieee got tatoo na hit wifi bila password yangu
swa_d2b1e2944dce9f6ffcf288ddd78e2085,amka nimebarikiwa steaight kush hakuna mafadhaiko asante mungu kwa mafanikio ma ma bitches wanasema mimi ndiye bora,0,Wake up I'm blessed steaight kush hakuna stress asante Mungu kwa mafanikio mama mama whores kusema mimi ni bora
swa_71ac99feec5795a874c778f87e9c3aef,starflow viunga hivyo vinahitaji ngozi,0,nyota ya mtiririko wa kemikali kama hizo zinahitaji ngozi
swa_480d1f14faed22412ae963a160e60ea9,tim tebow alipunguzwa kutoka kwa kila timu aliyokuwa kwenye nfl na tayari alikuwa na majembe la kutombwa pussy matako mengi kuliko mimi huko starkville smh,0,Tim Tebow alikuwa kukataliwa kutoka kila timu alikuwa katika NFL na tayari alikuwa na pussy pussy pussy pussy shit zaidi kuliko mimi katika Starkville SMH
swa_5d26e3a462b5f8769ab511d5a1da701d,sahani ya kupasua kahawia chai kubwa kukaanga saladi ya viazi maharagwe poboy,0,sahani kubwa brown chai slice kufanya mboga mboga mboga mboga mboga
swa_6131b5e769dc6ada8105582312941db5,ya nigs huko nje bado wakisema yall hawali kitako kwa uso iliyonyooka,0,ya nigs nje bado kusema guys kula usoni na uso straight
swa_5138f3a2ed2b4049fcac8e3bb8354ecc,ninachukia wakati wavulana wanakanusha kuwa wana matumba smh,0,Mimi huchukia wakati wavulana kukataa kuwa na matumbawe smh
swa_0ee65769539368aad21661bb44a9cce4,zoebarton hrheyd ewww nilisema hiyo jumapili iliyopitakama katika jumapili iliyopita nilikuwa huko soma tena nigs,0,Zoebarton H.R.E.W.W. Nilikuwa huko kusoma tena Jumapili iliyopita
swa_0fb22534afe1cfe43e19f8335e3c7e55,yankees chini yankees wanaangalia mkutano chini ya ukweli kweli,0,Yankees chini Yankees kuangalia mkutano chini ya halisi
swa_e358aca8571a2edcc517a5c36c2a67f8,ukubwa wake sio tho mwenye afya zaidi,0,Ukubwa wake si afya sana tho
swa_7f200dc584e6f5b0622d810780ed0e5a,niko njiani kuteka mchumba wako,0,Mimi ni njiani kwa ajili ya kuteka nyara yako.
swa_ad67f8202f589f74159731c5b3ad2315,mimi ni bosi wa punda mdogo ambayo inahitaji kukaa kwenye kona,0,Mimi ni bosi wa punda mdogo ambaye anahitaji kukaa katika kona.
swa_91d64ec20d79dfa2ffd2ca8572466319,video ya unyanyasaji inakuja wewe mtoto mdogo mtvhottest lana del rey,0,Video ya unyanyasaji ni kuja kwa wewe baby hottest Lana del Rey
swa_8499f01f6c1396f4098ecbfa34f6db55,chrus bado supahot tho anatembea kwenda kwa mwalimu aliye na mtihani matone ya mtihani kwenye kichwa cha kichwa hicho,0,Chris bado supahot tho anatembea kwa mwalimu na mtihani kuacha mtihani juu ya kichwa cha kichwa kwamba
swa_b2abb455b9ea7f7c856fb4efbb2f3d69,theo kijana huyu mbaya angeipata,0,Theo huyu mvulana mbaya angeweza kupata.
swa_d6054ea7d2b9795ce0710a83234e23aa,shewenttojordan siwezi kuwa na wasiwasi juu ya mtoto ambaye hana wasiwasi ananipa real,0,She wenttojordan Siwezi kuwa na wasiwasi kuhusu mtoto ambaye hana wasiwasi ananipa kweli
swa_01b2712433dbf5a3efe626ba208b5f1a,hawa jembe la kutombwa pussy wa samaki wa paka wanafikiria wao mjanja lakini niggas kuambukizwa,0,Hawa jellyfish pussy paka wanafikiri wao ni hila lakini ni niggas kuambukizwa
swa_3d26b52cb6d8db6b1583b2528989d689,drakes viatu vipya ambavyo vitatolewa na nike jordan ndio kuna glitter kwenye viatu dudes a fag,0,Drakes mpya viatu kwa ajili ya kutolewa na Nick Jordan kuna glitter juu ya viatu guys fag
swa_aeb554a5e3e6111f75c1ce1a3117b4a9,airmaxlad nyama moto mrembo kama kijana wa kutisha ningependa kukutana naye na wakufunzi wake,0,airmaxlad nyama moto pretty kama mvulana mbaya Ningependa kukutana naye na makocha yake
swa_4191f9b4a80f088dae08a67b21c2b997,nonlykeisha unaona simu mbaya inaita ulipooa viunga hufanya madai haukuniita,0,Nonlykeisha unaona mbaya simu wakati wewe kuoa links kufanya madai kwamba wewe si kuniita
swa_e4337d135bc42566ed7747cb311ce6e6,vijana wanaostahiki gia nzuri hawa wafanyikazi wa kutisha wataipata,0,Vijana ambao wanastahili vifaa vizuri wafanyakazi hawa mbaya itapata
swa_9056e310062a43d88a1c7dbb658805dc,edham brownies usiku wa leo ni aina gani,0,Ni aina gani ya brownies ni Edham brownies usiku huu
swa_53398d2eeb07cb23f1ebe7e47989fe0f,grudges ni ya weirdos na kuumwa,0,Hasira ni ya weirdos na bite
swa_8edd37424d824349b838e9303d216a47,ninachokiona ni punda wa bruno kwenye twitter yangu sasa wtf bruno ni yote anayoyaona sauti ya drake,0,Ninachoona ni punda wa rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya rangi ya
swa_6d4beb68c8c37942a3977ccaaccda452,nohands tolife nohands bcoleman anaapa mimi ni mtu kwa urahisi kwa urahisi nyuma ya austin nip,0,Hakuna mikono Tolife hakuna mikono Bcoleman anaapa Mimi ni mtu kwa urahisi kwa urahisi nyuma ya Austin nip
swa_11d897186a8e529dc01fbc13fb4c8d03,ninajisikia ghetto nzuri smh,0,Najisikia kama ghetto nzuri smh
swa_e9989b4b1795aa3cf9be8f9334440004,anaishi kidogo halafu unakufa,0,Yeye anaishi kidogo na kisha wewe kufa.
swa_fbe65c399daae5ec72c3b5de4184cbcd,sababu siwezi kukuona kabisa lmao,0,Kwa nini siwezi kukuona hata kidogo
swa_a0c9ccf1a32c7b727fa1e83a1963332b,jackies a retard blondeproblems angalau ninaweza kutengeneza jibini iliyotiwa,0,Jackies retarded blonde matatizo angalau naweza kufanya jibini stuffed
swa_33e68f3bc889e99035201edeaa502005,angelique tabasamu kikapu cha majosho kwenye supu,0,Angelique alitabasamu kikapu cha jelly juu ya supu
swa_1aa9cf67b67c0620df2ce079dcceb43d,sina hata aibu stfu mama wa kikis hi angelique,0,Mimi hata si aibu ya cock ya mama yangu
swa_f83e5d2fa43aa72a5da2a67ee8484aa6,hiyo wit ndefu ya wit nilijua fundi alikuwa akidanganya uh oh,0,Hiyo muda mrefu akili ya akili Nilijua mtaalamu alikuwa uongo uh oh
swa_ab86aad9258b38863111bc0cd5526f89,hutengana kidogo kwenye mti usiofaa kaka,0,"Ni kidogo mbali mti mbaya, ndugu."
swa_8b73e517c2755f89c3a165154b56c016,ilichukua muda kwako kunipata lakini nilikuwa nimejificha kwenye mti wa chokaa,0,"Ilichukua muda mrefu kuniona, lakini nilikuwa nimejificha katika mti wa lime."
swa_56a20f5c1b9b67c2b5e9099ef7b26eab,allermacho yangu yamejaa macho mekundu na chink naonekana kama nimepigwa mawe,0,Macho yangu yamejaa macho ya rangi nyekundu na ya kijivu.
swa_0afca555efdda9952cf310f1ed2bff50,mzio haukunisumbua wakati wote wa joto sasa ghafla katikati ya shiti ya agosti ni mwanzo wa kupata ukweli je hiyo sio juu ya mtoto,0,Allergy hakunichosha majira yote sasa ghafla katikati ya Agosti ni mwanzo wa kupata ukweli si kwamba kuhusu mtoto
swa_9b93d4795d0ecd1e0a23c1a76b88cc3e,wote wapenzi wa muzzy wanahitaji kufanya jambo moja mwambie muzzi katika mideast kuondoka israeli peke yake usianze hakuna shiti haitakuwa shit israel,0,"All Muzzy wapenzi wanahitaji kufanya jambo moja kuwaambia Muzzi katika Mashariki ya Kati kuondoka Israel peke yake, si kuanza hakuna shit itakuwa si shit Israel"
swa_03bcc7f1711738162decc8bb0b4ad278,watu wote hufanya nyumbani kwangu ni bitch,0,Kila mtu hufanya nyumba yangu bitch
swa_b745dae302ff3802f66691a25ef1c339,pesa zangu zote nadhifu kila kitanzi changu kituko kila mtu akaijua ni siri,0,"Pesa zangu zote na akili zangu, kila kitanzi ninacho, kila mtu alijua ilikuwa siri."
swa_1c2317ae1bdc6aacc48c4bf7db5f4ecc,bois yangu yote nyeupe sana imepita,0,Sauti zangu zote nyeupe zimepita
swa_150458fb090d2e30392da07b5583ce3e,dhahabu yangu yote ni nyeupe sio ya manjano,0,Dhahabu yangu yote ni nyeupe si manjano.
swa_e25fe3abcd3b5a38f0c32cefdcb7cfde,yote niliyouliza ni kwa jambo moja amp jambo moja tu lakini mimi hupata zaidi basi kile kitanzi kinachoweza kuwa nacho lakini bado,0,All I aliuliza ni kwa ajili ya jambo moja amp tu jambo moja lakini mimi kupata zaidi ya kile pete inaweza kuwa lakini bado
swa_1ce52d518ad2011047621ebff00d62b7,ninachotaka ni kuwakilisha maisha ya mtu mwenye rangi,0,Ninataka kuwakilisha maisha ya mtu mwenye rangi.
swa_1ec065e42ebcefb22dc4d8156d3ca5a9,ninachohitaji ni dola milioni bc nilipata kitita kibaya,0,Nahitaji tu dola milioni moja.
swa_8c60bb674dc808a1611558309b2dbbc4,je huyu sio mjinga gt kosa la saa huko alabamaarkansas kupitia champ drive,0,"Je, hii si stupid GT saa kasoro katika Alabamaarkansas kupitia Champion Drive"
swa_284fc7d2aac483c23649e4089ab35f80,baada ya kuroda kutoa kila kitu akiweka idadi ya kazi lakini asipate msaada wa kukimbia yankees hawastahili kuingia kwenye mfululizo wa dunia,0,Baada ya shambulio alitoa kila kitu aliweka idadi ya kazi lakini hakuweza kupata msaada wa kuendesha Yankees si halali ya kuingia katika mfululizo wa dunia
swa_0a1b3de57ff05ad5fe5c858a64bdd6ab,baada ya kikao cha deztinis tulihitaji hii lmao jk msichana mzuri yob lol,0,Baada ya kikao deztinis tulihitaji hii imeo jk pretty girl yob lol
swa_8fdd3eb8103212cfc0965aaaceb1e384,ongeza kitanda changu cha snapchat lil trevaughn,0,kuongeza yangu Snapchat kitanda Lil Trevaughn
swa_89bccbbbf5272a0a29258bc1a5b9693b,tenda kama mimi ni casper kupata mzuka na kitoto,0,Kufanya kama mimi ni casper kupata roho na mtoto
swa_515eed6d6db6914d0e74abe9e696fca1,koti la manjano lilitua mdomoni mwangu na kunichoma wakati nilikuwa nakata nyasisafi kusema alishinda,0,Jacketi njano iliingia kinywani mwangu na kuniungua nilipokuwa nikikata nyasi ili kusema alishinda.
swa_a86c7f4086a15503b1558df154add976,pia ni hiccup kwa propaganda za jihadi wanajionyesha kama wao tu walio tayari kufa kwa sababu yao,0,Pia ni kizuizi kwa propaganda ya jihadi. Wao wanafanya kama wao tu ni tayari kufa kwa ajili yao.
swa_9e1a808adeccd124a984b7b88f232e33,je nitakaa hapa na kulia kama kitoto,0,"Je, nitakaa hapa na kulia kama mtoto?"
swa_3ffcc49555c14e328470b783708424ee,na nilikuwa kama yeah bitch,0,Na nilikuwa kama ndiyo bitch
swa_0835f5592b0897ee4cc7e3dbec89d875,onyesho hilo lilikuwa kila kitu tf,0,Show ilikuwa kila kitu tf
swa_42198174e96ee4325fafb4e01fcde1ac,hakuna kinachoendelea hakuna cha kufanya hakuna cha kucheka,0,"Hakuna kinachoendelea, hakuna cha kufanya, hakuna cha kucheka."
swa_ec6a639ff4b67dd5b84cf2cbbee75f21,wavulana bado walipata ndege kwenye ngome lol,0,Wavulana bado got ndege kwa ngome lol
swa_d43aab331e632765c0dcc81bd1d48a77,sitoi kuruka kile unachofikiria juu ya tweets zangu utapeli wa teabagger,0,Mimi si kwenda kuruka nini wewe kufikiri kuhusu tweets yangu teabagger hacking
swa_00db3c624f100ce74a8e1f769e6f7e46,giantsniners yeye ndiye ufafanuzi wa kitoto kidogo cha squirrelly,0,Giantsniners yeye ni ufafanuzi wa mtoto mdogo squirrelly
swa_5028f5f48032a185a8fadde65a9c6c7c,na kisha kila mtu anauma wakati wowote mvulana huyo hawezi kushinda na mashabiki tulio nao tungemwondoa revis kutoka hapa katika ubora wake,0,Na kisha kila mtu ni bite wakati wowote kwamba mvulana hawezi kushinda na mashabiki tuna nao sisi kuwaondoa revs kutoka hapa katika ubora wake
swa_5cb9b61f7c889ab263d5b8e259347d4b,moja ya kitanzi changu unanipatia pesa,0,Moja ya loops yangu hunipa fedha.
swa_e66b12647e3fd2d48c49ba66771a719b,mtoto wa mtoto hawezi kuwa hustle yako pekee isipokuwa wewe ni mbaya kama naomi russell namaanisha mengi ya ppl alipata pesa kwa hivyo kimsingi russell alimtia russell wa pekee,0,Baby boy hawezi kuwa bustle yako tu isipokuwa wewe ni mbaya kama Naomi Russell i mean mengi ya watu alifanya fedha hivyo kimsingi Russell alitoa Russell maalum
swa_55801c09e82c5f1acb41f10e71d5d49a,aye sehemu hiyo inatibu visuku vizuri sana,0,Na sehemu hiyo huwatendea spores vizuri sana.
swa_8650de6d71bb5ce87b8b30f55cd3cafe,ay ni baa gani nzuri vilabu vya kupiga huko denver inapaswa kuwa huko jumamosi usiku ili kujipanga,0,Ay nini bar nzuri klabu katika Denver lazima kuwa huko Jumamosi usiku ili kupata imepangwa
swa_1ce6a861c16d22d7d171d05c9318ae95,mara tu tulipotoka iraq vichwa hivi vyote vya taulo hufikiria wanaweza kuingia kwenye majahazi na kuchukua kile tulichofanya kazi kwa bidii kuanzisha ananiudhi,0,Mara tu sisi kuondoka Iraq wote hawa vichwa vya towel wanafikiri wanaweza kupata juu ya mashua na kuchukua nini sisi kazi kwa bidii kuanza annoying mimi
swa_79ebc105b1dedd7ebdf15cabde548997,kama kwamba haikuwa gon kupata bacc kwangu jaribu maoni yako ya kupendeza,0,Kama kwamba ilikuwa si gonna kupata mimi bacc kujaribu wazo lako tamu
swa_b42ca1d5bd0722980aa7dbee61a5ef84,na ikiwa u aint a ho jitokee kutoka mtegoni wangu,0,Na kama wewe si hofu nje ya njia yangu
swa_554916dae85d24998f784322be7a6eb7,wala usije nyumbani kwangu mf ukipiga honi pembe toka nje ya gari amp piga kengele yangu,0,Usije nyumbani kwangu mf kama wewe blow the horn nje ya gari amp kupiga kengele yangu
swa_586f01960b3dd212291dcfff0fc1b45e,na dis shit ni ya ndege,0,Na shit ni kuruka.
swa_a7fa94d3e0ab55c660688d55bb8a4a70,nothin katika maisha ni bure wengine nyinyi mnahitaji kuandika hiyo kwenye nguo za ndani,0,Hakuna kitu katika maisha ni bure wengine unahitaji kuandika kwamba juu ya underwear
swa_240775e351ab008bf71428b5a346022a,kitita kinachokasirisha nachopenda sana habari ya judyann,0,Ninapenda hadithi ya Judyann.
swa_80c9f7d16b99fca255964bb60e11d630,rob therealraw juu ya mungu mtoto wangu mbaya,0,Rob hukoraw juu ya Mungu mwanangu mbaya
swa_95ba95012c9bf16565d5e71039852139,alibisha roho hiyo ya kitoto nje ya mwili wake lol,0,Yeye beat roho ya mtoto huyo nje ya mwili wake lol
swa_a2c386ef01ab1e172a34e41cab188dda,amp wimbo wa wawindaji huenda al goreing tutaenda hi ho maziwa o al goreing tutaenda,0,amp wimbo wa wawindaji inaweza kuwa Al Goreing tutaenda Hi Ho maziwa O Al Goreing tutaenda
swa_66f9da1d9deb57c1c62b59893fc713d7,strangleme mama yako anaonekana kama ndege mgumukamakucha naona umepata ya hiyo kutoka chakula kizuri pia,0,Strangleme mama yako inaonekana kama ndege una asubuhi naona una kwamba kutoka chakula nzuri pia
swa_fa37cf1f2517c29b824ea383a6f8bbff,stevewojtkiw uamuzi wa busara alfie huyu lazima awe mtu sahihi,0,Stevewojtkiw uamuzi wa busara Alfie hii lazima mtu sahihi
swa_348ce319629605f3d2dd7ac94f2d82b2,tristine nilijaribu mmoja wao juisi za komamanga n naapa ilionja kama mchuzi wa kupendeza hauulizi lol,0,"Tristine nilijaribu moja yao, maji ya nazi na mimi kuapa ni ladha kama mchuzi ladha."
swa_43a52d4e10a8b2f79c00f0f4c2971253,badala ya kuwa ultra fag kuliko kupata kwenye act yangu na uende kwa fgcu zing,0,Badala ya kuwa ultra fag kuliko kupata juu ya show yangu na kwenda fgcu zing
swa_769b1aa4fa7054d45e5cfd1e0be30ee9,fuata tu twitter ya matofali ya manjano,0,Tu kufuata njano ya njano ya njano twitter
